00000000000, 0000000000000000
10000000000, 1110000000000001
01000000000, 1001100000000001
11000000000, 0111100000000000
00100000000, 0101010000000001
10100000000, 1011010000000000
01100000000, 1100110000000000
11100000000, 0010110000000001
00010000000, 1101001000000000
10010000000, 0011001000000001
01010000000, 0100101000000001
11010000000, 1010101000000000
00110000000, 1000011000000001
10110000000, 0110011000000000
01110000000, 0001111000000000
11110000000, 1111111000000001
00001000000, 1000000110000001
10001000000, 0110000110000000
01001000000, 0001100110000000
11001000000, 1111100110000001
00101000000, 1101010110000000
10101000000, 0011010110000001
01101000000, 0100110110000001
11101000000, 1010110110000000
00011000000, 0101001110000001
10011000000, 1011001110000000
01011000000, 1100101110000000
11011000000, 0010101110000001
00111000000, 0000011110000000
10111000000, 1110011110000001
01111000000, 1001111110000001
11111000000, 0111111110000000
00000100000, 0100000101000001
10000100000, 1010000101000000
01000100000, 1101100101000000
11000100000, 0011100101000001
00100100000, 0001010101000000
10100100000, 1111010101000001
01100100000, 1000110101000001
11100100000, 0110110101000000
00010100000, 1001001101000001
10010100000, 0111001101000000
01010100000, 0000101101000000
11010100000, 1110101101000001
00110100000, 1100011101000000
10110100000, 0010011101000001
01110100000, 0101111101000001
11110100000, 1011111101000000
00001100000, 1100000011000000
10001100000, 0010000011000001
01001100000, 0101100011000001
11001100000, 1011100011000000
00101100000, 1001010011000001
10101100000, 0111010011000000
01101100000, 0000110011000000
11101100000, 1110110011000001
00011100000, 0001001011000000
10011100000, 1111001011000001
01011100000, 1000101011000001
11011100000, 0110101011000000
00111100000, 0100011011000001
10111100000, 1010011011000000
01111100000, 1101111011000000
11111100000, 0011111011000001
00000010000, 1100000100100000
10000010000, 0010000100100001
01000010000, 0101100100100001
11000010000, 1011100100100000
00100010000, 1001010100100001
10100010000, 0111010100100000
01100010000, 0000110100100000
11100010000, 1110110100100001
00010010000, 0001001100100000
10010010000, 1111001100100001
01010010000, 1000101100100001
11010010000, 0110101100100000
00110010000, 0100011100100001
10110010000, 1010011100100000
01110010000, 1101111100100000
11110010000, 0011111100100001
00001010000, 0100000010100001
10001010000, 1010000010100000
01001010000, 1101100010100000
11001010000, 0011100010100001
00101010000, 0001010010100000
10101010000, 1111010010100001
01101010000, 1000110010100001
11101010000, 0110110010100000
00011010000, 1001001010100001
10011010000, 0111001010100000
01011010000, 0000101010100000
11011010000, 1110101010100001
00111010000, 1100011010100000
10111010000, 0010011010100001
01111010000, 0101111010100001
11111010000, 1011111010100000
00000110000, 1000000001100001
10000110000, 0110000001100000
01000110000, 0001100001100000
11000110000, 1111100001100001
00100110000, 1101010001100000
10100110000, 0011010001100001
01100110000, 0100110001100001
11100110000, 1010110001100000
00010110000, 0101001001100001
10010110000, 1011001001100000
01010110000, 1100101001100000
11010110000, 0010101001100001
00110110000, 0000011001100000
10110110000, 1110011001100001
01110110000, 1001111001100001
11110110000, 0111111001100000
00001110000, 0000000111100000
10001110000, 1110000111100001
01001110000, 1001100111100001
11001110000, 0111100111100000
00101110000, 0101010111100001
10101110000, 1011010111100000
01101110000, 1100110111100000
11101110000, 0010110111100001
00011110000, 1101001111100000
10011110000, 0011001111100001
01011110000, 0100101111100001
11011110000, 1010101111100000
00111110000, 1000011111100001
10111110000, 0110011111100000
01111110000, 0001111111100000
11111110000, 1111111111100001
00000001000, 0001000100010001
10000001000, 1111000100010000
01000001000, 1000100100010000
11000001000, 0110100100010001
00100001000, 0100010100010000
10100001000, 1010010100010001
01100001000, 1101110100010001
11100001000, 0011110100010000
00010001000, 1100001100010001
10010001000, 0010001100010000
01010001000, 0101101100010000
11010001000, 1011101100010001
00110001000, 1001011100010000
10110001000, 0111011100010001
01110001000, 0000111100010001
11110001000, 1110111100010000
00001001000, 1001000010010000
10001001000, 0111000010010001
01001001000, 0000100010010001
11001001000, 1110100010010000
00101001000, 1100010010010001
10101001000, 0010010010010000
01101001000, 0101110010010000
11101001000, 1011110010010001
00011001000, 0100001010010000
10011001000, 1010001010010001
01011001000, 1101101010010001
11011001000, 0011101010010000
00111001000, 0001011010010001
10111001000, 1111011010010000
01111001000, 1000111010010000
11111001000, 0110111010010001
00000101000, 0101000001010000
10000101000, 1011000001010001
01000101000, 1100100001010001
11000101000, 0010100001010000
00100101000, 0000010001010001
10100101000, 1110010001010000
01100101000, 1001110001010000
11100101000, 0111110001010001
00010101000, 1000001001010000
10010101000, 0110001001010001
01010101000, 0001101001010001
11010101000, 1111101001010000
00110101000, 1101011001010001
10110101000, 0011011001010000
01110101000, 0100111001010000
11110101000, 1010111001010001
00001101000, 1101000111010001
10001101000, 0011000111010000
01001101000, 0100100111010000
11001101000, 1010100111010001
00101101000, 1000010111010000
10101101000, 0110010111010001
01101101000, 0001110111010001
11101101000, 1111110111010000
00011101000, 0000001111010001
10011101000, 1110001111010000
01011101000, 1001101111010000
11011101000, 0111101111010001
00111101000, 0101011111010000
10111101000, 1011011111010001
01111101000, 1100111111010001
11111101000, 0010111111010000
00000011000, 1101000000110001
10000011000, 0011000000110000
01000011000, 0100100000110000
11000011000, 1010100000110001
00100011000, 1000010000110000
10100011000, 0110010000110001
01100011000, 0001110000110001
11100011000, 1111110000110000
00010011000, 0000001000110001
10010011000, 1110001000110000
01010011000, 1001101000110000
11010011000, 0111101000110001
00110011000, 0101011000110000
10110011000, 1011011000110001
01110011000, 1100111000110001
11110011000, 0010111000110000
00001011000, 0101000110110000
10001011000, 1011000110110001
01001011000, 1100100110110001
11001011000, 0010100110110000
00101011000, 0000010110110001
10101011000, 1110010110110000
01101011000, 1001110110110000
11101011000, 0111110110110001
00011011000, 1000001110110000
10011011000, 0110001110110001
01011011000, 0001101110110001
11011011000, 1111101110110000
00111011000, 1101011110110001
10111011000, 0011011110110000
01111011000, 0100111110110000
11111011000, 1010111110110001
00000111000, 1001000101110000
10000111000, 0111000101110001
01000111000, 0000100101110001
11000111000, 1110100101110000
00100111000, 1100010101110001
10100111000, 0010010101110000
01100111000, 0101110101110000
11100111000, 1011110101110001
00010111000, 0100001101110000
10010111000, 1010001101110001
01010111000, 1101101101110001
11010111000, 0011101101110000
00110111000, 0001011101110001
10110111000, 1111011101110000
01110111000, 1000111101110000
11110111000, 0110111101110001
00001111000, 0001000011110001
10001111000, 1111000011110000
01001111000, 1000100011110000
11001111000, 0110100011110001
00101111000, 0100010011110000
10101111000, 1010010011110001
01101111000, 1101110011110001
11101111000, 0011110011110000
00011111000, 1100001011110001
10011111000, 0010001011110000
01011111000, 0101101011110000
11011111000, 1011101011110001
00111111000, 1001011011110000
10111111000, 0111011011110001
01111111000, 0000111011110001
11111111000, 1110111011110000
00000000100, 1001000100001000
10000000100, 0111000100001001
01000000100, 0000100100001001
11000000100, 1110100100001000
00100000100, 1100010100001001
10100000100, 0010010100001000
01100000100, 0101110100001000
11100000100, 1011110100001001
00010000100, 0100001100001000
10010000100, 1010001100001001
01010000100, 1101101100001001
11010000100, 0011101100001000
00110000100, 0001011100001001
10110000100, 1111011100001000
01110000100, 1000111100001000
11110000100, 0110111100001001
00001000100, 0001000010001001
10001000100, 1111000010001000
01001000100, 1000100010001000
11001000100, 0110100010001001
00101000100, 0100010010001000
10101000100, 1010010010001001
01101000100, 1101110010001001
11101000100, 0011110010001000
00011000100, 1100001010001001
10011000100, 0010001010001000
01011000100, 0101101010001000
11011000100, 1011101010001001
00111000100, 1001011010001000
10111000100, 0111011010001001
01111000100, 0000111010001001
11111000100, 1110111010001000
00000100100, 1101000001001001
10000100100, 0011000001001000
01000100100, 0100100001001000
11000100100, 1010100001001001
00100100100, 1000010001001000
10100100100, 0110010001001001
01100100100, 0001110001001001
11100100100, 1111110001001000
00010100100, 0000001001001001
10010100100, 1110001001001000
01010100100, 1001101001001000
11010100100, 0111101001001001
00110100100, 0101011001001000
10110100100, 1011011001001001
01110100100, 1100111001001001
11110100100, 0010111001001000
00001100100, 0101000111001000
10001100100, 1011000111001001
01001100100, 1100100111001001
11001100100, 0010100111001000
00101100100, 0000010111001001
10101100100, 1110010111001000
01101100100, 1001110111001000
11101100100, 0111110111001001
00011100100, 1000001111001000
10011100100, 0110001111001001
01011100100, 0001101111001001
11011100100, 1111101111001000
00111100100, 1101011111001001
10111100100, 0011011111001000
01111100100, 0100111111001000
11111100100, 1010111111001001
00000010100, 0101000000101000
10000010100, 1011000000101001
01000010100, 1100100000101001
11000010100, 0010100000101000
00100010100, 0000010000101001
10100010100, 1110010000101000
01100010100, 1001110000101000
11100010100, 0111110000101001
00010010100, 1000001000101000
10010010100, 0110001000101001
01010010100, 0001101000101001
11010010100, 1111101000101000
00110010100, 1101011000101001
10110010100, 0011011000101000
01110010100, 0100111000101000
11110010100, 1010111000101001
00001010100, 1101000110101001
10001010100, 0011000110101000
01001010100, 0100100110101000
11001010100, 1010100110101001
00101010100, 1000010110101000
10101010100, 0110010110101001
01101010100, 0001110110101001
11101010100, 1111110110101000
00011010100, 0000001110101001
10011010100, 1110001110101000
01011010100, 1001101110101000
11011010100, 0111101110101001
00111010100, 0101011110101000
10111010100, 1011011110101001
01111010100, 1100111110101001
11111010100, 0010111110101000
00000110100, 0001000101101001
10000110100, 1111000101101000
01000110100, 1000100101101000
11000110100, 0110100101101001
00100110100, 0100010101101000
10100110100, 1010010101101001
01100110100, 1101110101101001
11100110100, 0011110101101000
00010110100, 1100001101101001
10010110100, 0010001101101000
01010110100, 0101101101101000
11010110100, 1011101101101001
00110110100, 1001011101101000
10110110100, 0111011101101001
01110110100, 0000111101101001
11110110100, 1110111101101000
00001110100, 1001000011101000
10001110100, 0111000011101001
01001110100, 0000100011101001
11001110100, 1110100011101000
00101110100, 1100010011101001
10101110100, 0010010011101000
01101110100, 0101110011101000
11101110100, 1011110011101001
00011110100, 0100001011101000
10011110100, 1010001011101001
01011110100, 1101101011101001
11011110100, 0011101011101000
00111110100, 0001011011101001
10111110100, 1111011011101000
01111110100, 1000111011101000
11111110100, 0110111011101001
00000001100, 1000000000011001
10000001100, 0110000000011000
01000001100, 0001100000011000
11000001100, 1111100000011001
00100001100, 1101010000011000
10100001100, 0011010000011001
01100001100, 0100110000011001
11100001100, 1010110000011000
00010001100, 0101001000011001
10010001100, 1011001000011000
01010001100, 1100101000011000
11010001100, 0010101000011001
00110001100, 0000011000011000
10110001100, 1110011000011001
01110001100, 1001111000011001
11110001100, 0111111000011000
00001001100, 0000000110011000
10001001100, 1110000110011001
01001001100, 1001100110011001
11001001100, 0111100110011000
00101001100, 0101010110011001
10101001100, 1011010110011000
01101001100, 1100110110011000
11101001100, 0010110110011001
00011001100, 1101001110011000
10011001100, 0011001110011001
01011001100, 0100101110011001
11011001100, 1010101110011000
00111001100, 1000011110011001
10111001100, 0110011110011000
01111001100, 0001111110011000
11111001100, 1111111110011001
00000101100, 1100000101011000
10000101100, 0010000101011001
01000101100, 0101100101011001
11000101100, 1011100101011000
00100101100, 1001010101011001
10100101100, 0111010101011000
01100101100, 0000110101011000
11100101100, 1110110101011001
00010101100, 0001001101011000
10010101100, 1111001101011001
01010101100, 1000101101011001
11010101100, 0110101101011000
00110101100, 0100011101011001
10110101100, 1010011101011000
01110101100, 1101111101011000
11110101100, 0011111101011001
00001101100, 0100000011011001
10001101100, 1010000011011000
01001101100, 1101100011011000
11001101100, 0011100011011001
00101101100, 0001010011011000
10101101100, 1111010011011001
01101101100, 1000110011011001
11101101100, 0110110011011000
00011101100, 1001001011011001
10011101100, 0111001011011000
01011101100, 0000101011011000
11011101100, 1110101011011001
00111101100, 1100011011011000
10111101100, 0010011011011001
01111101100, 0101111011011001
11111101100, 1011111011011000
00000011100, 0100000100111001
10000011100, 1010000100111000
01000011100, 1101100100111000
11000011100, 0011100100111001
00100011100, 0001010100111000
10100011100, 1111010100111001
01100011100, 1000110100111001
11100011100, 0110110100111000
00010011100, 1001001100111001
10010011100, 0111001100111000
01010011100, 0000101100111000
11010011100, 1110101100111001
00110011100, 1100011100111000
10110011100, 0010011100111001
01110011100, 0101111100111001
11110011100, 1011111100111000
00001011100, 1100000010111000
10001011100, 0010000010111001
01001011100, 0101100010111001
11001011100, 1011100010111000
00101011100, 1001010010111001
10101011100, 0111010010111000
01101011100, 0000110010111000
11101011100, 1110110010111001
00011011100, 0001001010111000
10011011100, 1111001010111001
01011011100, 1000101010111001
11011011100, 0110101010111000
00111011100, 0100011010111001
10111011100, 1010011010111000
01111011100, 1101111010111000
11111011100, 0011111010111001
00000111100, 0000000001111000
10000111100, 1110000001111001
01000111100, 1001100001111001
11000111100, 0111100001111000
00100111100, 0101010001111001
10100111100, 1011010001111000
01100111100, 1100110001111000
11100111100, 0010110001111001
00010111100, 1101001001111000
10010111100, 0011001001111001
01010111100, 0100101001111001
11010111100, 1010101001111000
00110111100, 1000011001111001
10110111100, 0110011001111000
01110111100, 0001111001111000
11110111100, 1111111001111001
00001111100, 1000000111111001
10001111100, 0110000111111000
01001111100, 0001100111111000
11001111100, 1111100111111001
00101111100, 1101010111111000
10101111100, 0011010111111001
01101111100, 0100110111111001
11101111100, 1010110111111000
00011111100, 0101001111111001
10011111100, 1011001111111000
01011111100, 1100101111111000
11011111100, 0010101111111001
00111111100, 0000011111111000
10111111100, 1110011111111001
01111111100, 1001111111111001
11111111100, 0111111111111000
00000000010, 0101000100000100
10000000010, 1011000100000101
01000000010, 1100100100000101
11000000010, 0010100100000100
00100000010, 0000010100000101
10100000010, 1110010100000100
01100000010, 1001110100000100
11100000010, 0111110100000101
00010000010, 1000001100000100
10010000010, 0110001100000101
01010000010, 0001101100000101
11010000010, 1111101100000100
00110000010, 1101011100000101
10110000010, 0011011100000100
01110000010, 0100111100000100
11110000010, 1010111100000101
00001000010, 1101000010000101
10001000010, 0011000010000100
01001000010, 0100100010000100
11001000010, 1010100010000101
00101000010, 1000010010000100
10101000010, 0110010010000101
01101000010, 0001110010000101
11101000010, 1111110010000100
00011000010, 0000001010000101
10011000010, 1110001010000100
01011000010, 1001101010000100
11011000010, 0111101010000101
00111000010, 0101011010000100
10111000010, 1011011010000101
01111000010, 1100111010000101
11111000010, 0010111010000100
00000100010, 0001000001000101
10000100010, 1111000001000100
01000100010, 1000100001000100
11000100010, 0110100001000101
00100100010, 0100010001000100
10100100010, 1010010001000101
01100100010, 1101110001000101
11100100010, 0011110001000100
00010100010, 1100001001000101
10010100010, 0010001001000100
01010100010, 0101101001000100
11010100010, 1011101001000101
00110100010, 1001011001000100
10110100010, 0111011001000101
01110100010, 0000111001000101
11110100010, 1110111001000100
00001100010, 1001000111000100
10001100010, 0111000111000101
01001100010, 0000100111000101
11001100010, 1110100111000100
00101100010, 1100010111000101
10101100010, 0010010111000100
01101100010, 0101110111000100
11101100010, 1011110111000101
00011100010, 0100001111000100
10011100010, 1010001111000101
01011100010, 1101101111000101
11011100010, 0011101111000100
00111100010, 0001011111000101
10111100010, 1111011111000100
01111100010, 1000111111000100
11111100010, 0110111111000101
00000010010, 1001000000100100
10000010010, 0111000000100101
01000010010, 0000100000100101
11000010010, 1110100000100100
00100010010, 1100010000100101
10100010010, 0010010000100100
01100010010, 0101110000100100
11100010010, 1011110000100101
00010010010, 0100001000100100
10010010010, 1010001000100101
01010010010, 1101101000100101
11010010010, 0011101000100100
00110010010, 0001011000100101
10110010010, 1111011000100100
01110010010, 1000111000100100
11110010010, 0110111000100101
00001010010, 0001000110100101
10001010010, 1111000110100100
01001010010, 1000100110100100
11001010010, 0110100110100101
00101010010, 0100010110100100
10101010010, 1010010110100101
01101010010, 1101110110100101
11101010010, 0011110110100100
00011010010, 1100001110100101
10011010010, 0010001110100100
01011010010, 0101101110100100
11011010010, 1011101110100101
00111010010, 1001011110100100
10111010010, 0111011110100101
01111010010, 0000111110100101
11111010010, 1110111110100100
00000110010, 1101000101100101
10000110010, 0011000101100100
01000110010, 0100100101100100
11000110010, 1010100101100101
00100110010, 1000010101100100
10100110010, 0110010101100101
01100110010, 0001110101100101
11100110010, 1111110101100100
00010110010, 0000001101100101
10010110010, 1110001101100100
01010110010, 1001101101100100
11010110010, 0111101101100101
